TambonThai,TambonEng,TambonThaiShort,TambonEngShort,DistrictThai,DistrictEng,DistrictThaiShort,DistrictEngShort,ProvinceThai,ProvinceEng,PostCodeMain
โก่งธนู,Kong Thanu,โก่งธนู,Kong Thanu,อำเภอเมืองลพบุรี,Amphoe Mueang Lop Buri,เมืองลพบุรี,Mueang Lop Buri,ลพบุรี,Lop Buri,13240
เขาพระงาม,Khao Phra Ngam,เขาพระงาม,Khao Phra Ngam,อำเภอเมืองลพบุรี,Amphoe Mueang Lop Buri,เมืองลพบุรี,Mueang Lop Buri,ลพบุรี,Lop Buri,15160
เขาสามยอด,Khao Sam Yot,เขาสามยอด,Khao Sam Yot,อำเภอเมืองลพบุรี,Amphoe Mueang Lop Buri,เมืองลพบุรี,Mueang Lop Buri,ลพบุรี,Lop Buri,15000
โคกกะเทียม,Khok Kathiam,โคกกะเทียม,Khok Kathiam,อำเภอเมืองลพบุรี,Amphoe Mueang Lop Buri,เมืองลพบุรี,Mueang Lop Buri,ลพบุรี,Lop Buri,15160
โคกลำพาน,Khok Lam Phan,โคกลำพาน,Khok Lam Phan,อำเภอเมืองลพบุรี,Amphoe Mueang Lop Buri,เมืองลพบุรี,Mueang Lop Buri,ลพบุรี,Lop Buri,15000
โคกตูม,Khok Tum,โคกตูม,Khok Tum,อำเภอเมืองลพบุรี,Amphoe Mueang Lop Buri,เมืองลพบุรี,Mueang Lop Buri,ลพบุรี,Lop Buri,15210
งิ้วราย,Ngio Rai,งิ้วราย,Ngio Rai,อำเภอเมืองลพบุรี,Amphoe Mueang Lop Buri,เมืองลพบุรี,Mueang Lop Buri,ลพบุรี,Lop Buri,15000
ดอนโพธิ์,Don Pho,ดอนโพธิ์,Don Pho,อำเภอเมืองลพบุรี,Amphoe Mueang Lop Buri,เมืองลพบุรี,Mueang Lop Buri,ลพบุรี,Lop Buri,15000
ตะลุง,Talung,ตะลุง,Talung,อำเภอเมืองลพบุรี,Amphoe Mueang Lop Buri,เมืองลพบุรี,Mueang Lop Buri,ลพบุรี,Lop Buri,15000
ท่าแค,Tha Khae,ท่าแค,Tha Khae,อำเภอเมืองลพบุรี,Amphoe Mueang Lop Buri,เมืองลพบุรี,Mueang Lop Buri,ลพบุรี,Lop Buri,15000
ท่าศาลา,Tha Sala,ท่าศาลา,Tha Sala,อำเภอเมืองลพบุรี,Amphoe Mueang Lop Buri,เมืองลพบุรี,Mueang Lop Buri,ลพบุรี,Lop Buri,15000
นิคมสร้างตนเอง,Nikhom Sang Ton Eng,นิคมสร้างตนเอง,Nikhom Sang Ton Eng,อำเภอเมืองลพบุรี,Amphoe Mueang Lop Buri,เมืองลพบุรี,Mueang Lop Buri,ลพบุรี,Lop Buri,15000
บางขันหมาก,Bang Khan Mak,บางขันหมาก,Bang Khan Mak,อำเภอเมืองลพบุรี,Amphoe Mueang Lop Buri,เมืองลพบุรี,Mueang Lop Buri,ลพบุรี,Lop Buri,15000
บ้านข่อย,Ban Khoi,บ้านข่อย,Ban Khoi,อำเภอเมืองลพบุรี,Amphoe Mueang Lop Buri,เมืองลพบุรี,Mueang Lop Buri,ลพบุรี,Lop Buri,15000
ท้ายตลาด,Thai Talat,ท้ายตลาด,Thai Talat,อำเภอเมืองลพบุรี,Amphoe Mueang Lop Buri,เมืองลพบุรี,Mueang Lop Buri,ลพบุรี,Lop Buri,15000
ป่าตาล,Pa Tan,ป่าตาล,Pa Tan,อำเภอเมืองลพบุรี,Amphoe Mueang Lop Buri,เมืองลพบุรี,Mueang Lop Buri,ลพบุรี,Lop Buri,15000
พรหมมาสตร์,Phrommat,พรหมมาสตร์,Phrommat,อำเภอเมืองลพบุรี,Amphoe Mueang Lop Buri,เมืองลพบุรี,Mueang Lop Buri,ลพบุรี,Lop Buri,15000
โพธิ์เก้าต้น,Pho Kao Ton,โพธิ์เก้าต้น,Pho Kao Ton,อำเภอเมืองลพบุรี,Amphoe Mueang Lop Buri,เมืองลพบุรี,Mueang Lop Buri,ลพบุรี,Lop Buri,15000
โพธิ์ตรุ,Pho Tru,โพธิ์ตรุ,Pho Tru,อำเภอเมืองลพบุรี,Amphoe Mueang Lop Buri,เมืองลพบุรี,Mueang Lop Buri,ลพบุรี,Lop Buri,15000
สี่คลอง,Si Khlong,สี่คลอง,Si Khlong,อำเภอเมืองลพบุรี,Amphoe Mueang Lop Buri,เมืองลพบุรี,Mueang Lop Buri,ลพบุรี,Lop Buri,15000
ถนนใหญ่,Thanon Yai,ถนนใหญ่,Thanon Yai,อำเภอเมืองลพบุรี,Amphoe Mueang Lop Buri,เมืองลพบุรี,Mueang Lop Buri,ลพบุรี,Lop Buri,15000
พัฒนานิคม,Phatthana Nikhom,พัฒนานิคม,Phatthana Nikhom,อำเภอพัฒนานิคม,Amphoe Phatthana Nikhom,พัฒนานิคม,Phatthana Nikhom,ลพบุรี,Lop Buri,15140
ช่องสาริกา,Chong Sarika,ช่องสาริกา,Chong Sarika,อำเภอพัฒนานิคม,Amphoe Phatthana Nikhom,พัฒนานิคม,Phatthana Nikhom,ลพบุรี,Lop Buri,15220
มะนาวหวาน,Manao Wan,มะนาวหวาน,Manao Wan,อำเภอพัฒนานิคม,Amphoe Phatthana Nikhom,พัฒนานิคม,Phatthana Nikhom,ลพบุรี,Lop Buri,15140
ดีลัง,Di Lang,ดีลัง,Di Lang,อำเภอพัฒนานิคม,Amphoe Phatthana Nikhom,พัฒนานิคม,Phatthana Nikhom,ลพบุรี,Lop Buri,15220
โคกสลุง,Khok Salung,โคกสลุง,Khok Salung,อำเภอพัฒนานิคม,Amphoe Phatthana Nikhom,พัฒนานิคม,Phatthana Nikhom,ลพบุรี,Lop Buri,15140
ชอนน้อย,Chon Noi,ชอนน้อย,Chon Noi,อำเภอพัฒนานิคม,Amphoe Phatthana Nikhom,พัฒนานิคม,Phatthana Nikhom,ลพบุรี,Lop Buri,15140
หนองบัว,Nong Bua,หนองบัว,Nong Bua,อำเภอพัฒนานิคม,Amphoe Phatthana Nikhom,พัฒนานิคม,Phatthana Nikhom,ลพบุรี,Lop Buri,15140
ห้วยขุนราม,Huai Khun Ram,ห้วยขุนราม,Huai Khun Ram,อำเภอพัฒนานิคม,Amphoe Phatthana Nikhom,พัฒนานิคม,Phatthana Nikhom,ลพบุรี,Lop Buri,18220
น้ำสุด,Nam Sut,น้ำสุด,Nam Sut,อำเภอพัฒนานิคม,Amphoe Phatthana Nikhom,พัฒนานิคม,Phatthana Nikhom,ลพบุรี,Lop Buri,15140
โคกสำโรง,Khok Samrong,โคกสำโรง,Khok Samrong,อำเภอโคกสำโรง,Amphoe Khok Samrong,โคกสำโรง,Khok Samrong,ลพบุรี,Lop Buri,15120
เกาะแก้ว,Ko Kaeo,เกาะแก้ว,Ko Kaeo,อำเภอโคกสำโรง,Amphoe Khok Samrong,โคกสำโรง,Khok Samrong,ลพบุรี,Lop Buri,15120
ถลุงเหล็ก,Thalung Lek,ถลุงเหล็ก,Thalung Lek,อำเภอโคกสำโรง,Amphoe Khok Samrong,โคกสำโรง,Khok Samrong,ลพบุรี,Lop Buri,15120
หลุมข้าว,Lum Khao,หลุมข้าว,Lum Khao,อำเภอโคกสำโรง,Amphoe Khok Samrong,โคกสำโรง,Khok Samrong,ลพบุรี,Lop Buri,15120
ห้วยโป่ง,Huai Pong,ห้วยโป่ง,Huai Pong,อำเภอโคกสำโรง,Amphoe Khok Samrong,โคกสำโรง,Khok Samrong,ลพบุรี,Lop Buri,15120
คลองเกตุ,Khlong Ket,คลองเกตุ,Khlong Ket,อำเภอโคกสำโรง,Amphoe Khok Samrong,โคกสำโรง,Khok Samrong,ลพบุรี,Lop Buri,15120
สะแกราบ,Sakae Rap,สะแกราบ,Sakae Rap,อำเภอโคกสำโรง,Amphoe Khok Samrong,โคกสำโรง,Khok Samrong,ลพบุรี,Lop Buri,15120
เพนียด,Phaniat,เพนียด,Phaniat,อำเภอโคกสำโรง,Amphoe Khok Samrong,โคกสำโรง,Khok Samrong,ลพบุรี,Lop Buri,15120
วังเพลิง,Wang Phloeng,วังเพลิง,Wang Phloeng,อำเภอโคกสำโรง,Amphoe Khok Samrong,โคกสำโรง,Khok Samrong,ลพบุรี,Lop Buri,15120
ดงมะรุม,Dong Marum,ดงมะรุม,Dong Marum,อำเภอโคกสำโรง,Amphoe Khok Samrong,โคกสำโรง,Khok Samrong,ลพบุรี,Lop Buri,15120
วังขอนขว้าง,Wang Khon Khwang,วังขอนขว้าง,Wang Khon Khwang,อำเภอโคกสำโรง,Amphoe Khok Samrong,โคกสำโรง,Khok Samrong,ลพบุรี,Lop Buri,15120
วังจั่น,Wang Chan,วังจั่น,Wang Chan,อำเภอโคกสำโรง,Amphoe Khok Samrong,โคกสำโรง,Khok Samrong,ลพบุรี,Lop Buri,15120
หนองแขม,Nong Khaem,หนองแขม,Nong Khaem,อำเภอโคกสำโรง,Amphoe Khok Samrong,โคกสำโรง,Khok Samrong,ลพบุรี,Lop Buri,15120
ลำนารายณ์,Lam Narai,ลำนารายณ์,Lam Narai,อำเภอชัยบาดาล,Amphoe Chai Badan,ชัยบาดาล,Chai Badan,ลพบุรี,Lop Buri,15130
ชัยนารายณ์,Chai Narai,ชัยนารายณ์,Chai Narai,อำเภอชัยบาดาล,Amphoe Chai Badan,ชัยบาดาล,Chai Badan,ลพบุรี,Lop Buri,15130
ศิลาทิพย์,Sila Thip,ศิลาทิพย์,Sila Thip,อำเภอชัยบาดาล,Amphoe Chai Badan,ชัยบาดาล,Chai Badan,ลพบุรี,Lop Buri,15130
ห้วยหิน,Huai Hin,ห้วยหิน,Huai Hin,อำเภอชัยบาดาล,Amphoe Chai Badan,ชัยบาดาล,Chai Badan,ลพบุรี,Lop Buri,15130
ม่วงค่อม,Muang Khom,ม่วงค่อม,Muang Khom,อำเภอชัยบาดาล,Amphoe Chai Badan,ชัยบาดาล,Chai Badan,ลพบุรี,Lop Buri,15230
บัวชุม,Bua Chum,บัวชุม,Bua Chum,อำเภอชัยบาดาล,Amphoe Chai Badan,ชัยบาดาล,Chai Badan,ลพบุรี,Lop Buri,15130
ท่าดินดำ,Tha Din Dam,ท่าดินดำ,Tha Din Dam,อำเภอชัยบาดาล,Amphoe Chai Badan,ชัยบาดาล,Chai Badan,ลพบุรี,Lop Buri,15130
มะกอกหวาน,Makok Wan,มะกอกหวาน,Makok Wan,อำเภอชัยบาดาล,Amphoe Chai Badan,ชัยบาดาล,Chai Badan,ลพบุรี,Lop Buri,15230
ซับตะเคียน,Sap Takhian,ซับตะเคียน,Sap Takhian,อำเภอชัยบาดาล,Amphoe Chai Badan,ชัยบาดาล,Chai Badan,ลพบุรี,Lop Buri,15130
นาโสม,Na Som,นาโสม,Na Som,อำเภอชัยบาดาล,Amphoe Chai Badan,ชัยบาดาล,Chai Badan,ลพบุรี,Lop Buri,15190
หนองยายโต๊ะ,Nong Yai To,หนองยายโต๊ะ,Nong Yai To,อำเภอชัยบาดาล,Amphoe Chai Badan,ชัยบาดาล,Chai Badan,ลพบุรี,Lop Buri,15130
เกาะรัง,Ko Rang,เกาะรัง,Ko Rang,อำเภอชัยบาดาล,Amphoe Chai Badan,ชัยบาดาล,Chai Badan,ลพบุรี,Lop Buri,15130
ท่ามะนาว,Tha Manao,ท่ามะนาว,Tha Manao,อำเภอชัยบาดาล,Amphoe Chai Badan,ชัยบาดาล,Chai Badan,ลพบุรี,Lop Buri,15130
นิคมลำนารายณ์,Nikhom Lam Narai,นิคมลำนารายณ์,Nikhom Lam Narai,อำเภอชัยบาดาล,Amphoe Chai Badan,ชัยบาดาล,Chai Badan,ลพบุรี,Lop Buri,15130
ชัยบาดาล,Chai Badan,ชัยบาดาล,Chai Badan,อำเภอชัยบาดาล,Amphoe Chai Badan,ชัยบาดาล,Chai Badan,ลพบุรี,Lop Buri,15230
บ้านใหม่สามัคคี,Ban Mai Samakkhi,บ้านใหม่สามัคคี,Ban Mai Samakkhi,อำเภอชัยบาดาล,Amphoe Chai Badan,ชัยบาดาล,Chai Badan,ลพบุรี,Lop Buri,15130
เขาแหลม,Khao Laem,เขาแหลม,Khao Laem,อำเภอชัยบาดาล,Amphoe Chai Badan,ชัยบาดาล,Chai Badan,ลพบุรี,Lop Buri,15130
ท่าวุ้ง,Tha Wung,ท่าวุ้ง,Tha Wung,อำเภอท่าวุ้ง,Amphoe Tha Wung,ท่าวุ้ง,Tha Wung,ลพบุรี,Lop Buri,15150
บางคู้,Bang Khu,บางคู้,Bang Khu,อำเภอท่าวุ้ง,Amphoe Tha Wung,ท่าวุ้ง,Tha Wung,ลพบุรี,Lop Buri,15150
โพตลาดแก้ว,Pho Talat Kaeo,โพตลาดแก้ว,Pho Talat Kaeo,อำเภอท่าวุ้ง,Amphoe Tha Wung,ท่าวุ้ง,Tha Wung,ลพบุรี,Lop Buri,15150
บางลี่,Bang Li,บางลี่,Bang Li,อำเภอท่าวุ้ง,Amphoe Tha Wung,ท่าวุ้ง,Tha Wung,ลพบุรี,Lop Buri,15150
บางงา,Bang Nga,บางงา,Bang Nga,อำเภอท่าวุ้ง,Amphoe Tha Wung,ท่าวุ้ง,Tha Wung,ลพบุรี,Lop Buri,15150
โคกสลุด,Khok Salut,โคกสลุด,Khok Salut,อำเภอท่าวุ้ง,Amphoe Tha Wung,ท่าวุ้ง,Tha Wung,ลพบุรี,Lop Buri,15150
เขาสมอคอน,Khao Samo Khon,เขาสมอคอน,Khao Samo Khon,อำเภอท่าวุ้ง,Amphoe Tha Wung,ท่าวุ้ง,Tha Wung,ลพบุรี,Lop Buri,15180
หัวสำโรง,Hua Samrong,หัวสำโรง,Hua Samrong,อำเภอท่าวุ้ง,Amphoe Tha Wung,ท่าวุ้ง,Tha Wung,ลพบุรี,Lop Buri,15150
ลาดสาลี่,Lat Sali,ลาดสาลี่,Lat Sali,อำเภอท่าวุ้ง,Amphoe Tha Wung,ท่าวุ้ง,Tha Wung,ลพบุรี,Lop Buri,15150
บ้านเบิก,Ban Boek,บ้านเบิก,Ban Boek,อำเภอท่าวุ้ง,Amphoe Tha Wung,ท่าวุ้ง,Tha Wung,ลพบุรี,Lop Buri,15150
มุจลินท์,Mutchalin,มุจลินท์,Mutchalin,อำเภอท่าวุ้ง,Amphoe Tha Wung,ท่าวุ้ง,Tha Wung,ลพบุรี,Lop Buri,15150
ไผ่ใหญ่,Phai Yai,ไผ่ใหญ่,Phai Yai,อำเภอบ้านหมี่,Amphoe Ban Mi,บ้านหมี่,Ban Mi,ลพบุรี,Lop Buri,15110
บ้านทราย,Ban Sai,บ้านทราย,Ban Sai,อำเภอบ้านหมี่,Amphoe Ban Mi,บ้านหมี่,Ban Mi,ลพบุรี,Lop Buri,15110
บ้านกล้วย,Ban Kluai,บ้านกล้วย,Ban Kluai,อำเภอบ้านหมี่,Amphoe Ban Mi,บ้านหมี่,Ban Mi,ลพบุรี,Lop Buri,15110
ดงพลับ,Dong Phlap,ดงพลับ,Dong Phlap,อำเภอบ้านหมี่,Amphoe Ban Mi,บ้านหมี่,Ban Mi,ลพบุรี,Lop Buri,15110
บ้านชี,Ban Chi,บ้านชี,Ban Chi,อำเภอบ้านหมี่,Amphoe Ban Mi,บ้านหมี่,Ban Mi,ลพบุรี,Lop Buri,15180
พุคา,Phu Kha,พุคา,Phu Kha,อำเภอบ้านหมี่,Amphoe Ban Mi,บ้านหมี่,Ban Mi,ลพบุรี,Lop Buri,15110
